affable	1	adjective
affaire	1	noun
affectation	1	noun
affecting	5	adjective
affection	4	noun
affectionate	3	adjective
affectionately	2	adverb
affective	2	adjective
afferent	1	adjective
affidavit	3	noun
affiliate	4	noun
affiliated	4	adjective
affiliation	4	noun
affine	1	adjective
affinity	4	noun
affirm	3	verb
affirmation	3	noun
affirmative	3	adjective
affirmatively	1	adverb
affix	1	noun
affixed	2	adjective
afflict	1	verb
afflicted	3	adjective
affliction	2	noun
affluence	1	noun
affluent	3	adjective
affordable	5	adjective
afforestation	1	noun
affray	1	noun
affront	2	noun
afghan	4	noun
afghani	1	noun
aficionado	1	noun
afield	2	adverb
afire	1	adjective
aflame	1	adjective
afloat	3	adjective
afoot	2	adjective
aforementioned	3	adjective
aforesaid	1	adjective
afoul	1	adjective
afresh	1	adverb
aft	3	adjective
afterbirth	1	noun
afterburner	1	noun
aftercare	1	noun
afterglow	1	noun
afterlife	3	noun
aftermath	4	noun
afters	1	noun
aftershock	1	noun
aftertaste	1	noun
afterthought	2	noun
afterward	4	adverb
agape	1	adjective
agar	2	noun
agate	2	noun
agave	1	noun
ageing	3	adjective
ageism	1	noun
ageless	1	adjective
agglomeration	1	noun
aggrandizement	1	noun
aggravate	2	verb
aggravated	3	adjective
aggravating	2	adjective
aggravation	1	noun
aggregate	4	adjective
aggregated	2	adjective
aggregation	3	noun
aggregator	1	noun
aggression	4	noun
aggressively	4	adverb
aggressiveness	2	noun
aggressor	2	noun
aggro	1	noun
aghast	1	adjective
agile	3	adjective
agility	3	noun
aging	5	adjective
agitate	1	verb
agitated	3	adjective
agitating	1	adjective
agitation	2	noun
agitator	1	noun
agitprop	1	noun
aglow	1	adjective
agnostic	2	adjective
agnosticism	1	noun
agog	1	adjective
agon	1	noun
agonising	1	adjective
agonist	2	noun
agonize	1	verb
agonized	1	adjective
agonizing	2	adjective
agonizingly	1	adverb
agony	4	noun
agora	1	noun
agoraphobia	1	noun
agoraphobic	1	adjective
agrarian	3	adjective
agreeable	2	adjective
agreeableness	1	noun
agreeably	1	adverb
agribusiness	1	noun
agronomic	1	adjective
agronomist	1	noun
agronomy	1	noun
aground	2	adjective
agua	1	noun
ahem	3	noun
ahimsa	1	noun
ahistorical	1	adjective
aide	4	noun
aided	4	adjective
aikido	1	noun
ail	1	noun
aileron	1	noun
ailing	2	adjective
ailment	2	noun
aimless	1	adjective
aimlessly	2	adverb
ain	3	adjective
aioli	1	noun
airborne	4	adjective
airbrush	1	noun
airbus	3	noun
aircrew	1	noun
airdrop	1	noun
aired	4	adjective
airfare	2	noun
airfield	3	noun
airflow	2	noun
airfoil	1	noun
airforce	1	noun
airframe	1	noun
airhead	1	noun
airing	3	noun
airless	1	adjective
airlift	2	noun
airline	5	noun
airliner	2	noun
airlock	1	noun
airmail	1	noun
airman	2	noun
airplane	4	noun
airs	3	noun
airship	2	noun
airspace	3	noun
airspeed	1	noun
airstream	1	noun
airstrip	2	noun
airtight	2	adjective
airway	2	noun
airworthiness	1	noun
airy	3	adjective
aisle	4	noun
ajar	1	adjective
akimbo	1	adjective
akin	4	adjective
ala	3	noun
alabaster	1	adjective
alacrity	1	noun
alanine	1	noun
alarm	5	noun
alarmed	3	adjective
alarming	3	adjective
alarmingly	1	adverb
alarmist	1	noun
alas	4	adverb
alb	1	noun
albacore	1	noun
albatross	2	noun
albedo	1	noun
albinism	1	noun
albino	2	adjective
albumen	1	noun
albumin	1	noun
albuterol	1	noun
alcalde	1	noun
alcazar	1	noun
alchemical	1	adjective
alchemist	2	noun
alchemy	3	noun
alcoholic	4	adjective
alcoholism	3	noun
alcove	1	noun
aldehyde	1	noun
alder	2	noun
alderman	2	noun
aldosterone	1	noun
ale	4	noun
aleph	1	noun
alerting	2	noun
alertness	1	noun
alexia	1	noun
alfalfa	2	noun
alfresco	1	adjective
alga	1	noun
algae	3	noun
algal	1	adjective
algebra	4	noun
algebraic	2	adjective
algebraically	1	adverb
algorithm	5	noun
algorithmic	1	adjective
alias	3	noun
alibi	2	noun
alien	5	adjective
alienate	2	verb
alienated	3	adjective
alienating	2	adjective
alienation	2	noun
alight	2	adjective
align	4	verb
aligned	4	adjective
aligning	2	adjective
alignment	4	noun
alike	5	adjective
alimentary	1	adjective
alimony	2	noun
aline	1	verb
aliphatic	1	adjective
aliyah	1	noun
alkali	2	noun
alkaline	3	adjective
alkalinity	1	noun
alkaloid	1	noun
alkyl	2	noun
allay	1	verb
allegation	3	noun
allege	2	verb
allegedly	5	adverb
allegiance	4	noun
allegiant	1	adjective
allegorical	2	adjective
allegory	2	noun
allegro	1	adjective
allele	2	noun
allelic	1	adjective
allergen	1	noun
allergenic	1	adjective
allergic	4	adjective
allergist	1	noun
allergy	4	noun
alleviate	3	verb
alleviated	1	adjective
alleviation	1	noun
alley	4	noun
alleyway	1	noun
allgood	1	noun
allied	5	adjective
allies	5	noun
alligator	3	noun
allis	1	noun
alliteration	1	noun
alliterative	1	adjective
allocate	3	verb
allocation	4	noun
allogeneic	1	adjective
allograft	1	noun
allopathic	1	adjective
allot	1	verb
allotment	2	noun
allotted	3	adjective
allover	1	adjective
allowable	2	adjective
allowance	4	noun
alloy	4	noun
alloyed	1	adjective
allspice	1	noun
allude	1	verb
allure	2	noun
alluring	2	adjective
allusion	2	noun
allusive	1	adjective
alluvial	2	adjective
alluvium	1	noun
ally	5	noun
allyl	1	noun
almanac	2	noun
almighty	4	adjective
almond	3	noun
alms	2	noun
aloe	2	noun
aloft	2	adverb
aloha	2	noun
aloof	2	adjective
aloofness	1	noun
alopecia	1	noun
aloud	3	adverb
alp	2	noun
alpaca	2	noun
alpha	5	adjective
alphabet	4	noun
alphabetic	1	adjective
alphabetical	3	adjective
alphabetically	2	adverb
alphabetized	1	adjective
alphanumeric	1	adjective
alpine	4	adjective
alprazolam	1	noun
alsatian	1	noun
altar	4	noun
altarpiece	1	noun
altcoin	1	noun
alter	5	verb
alteration	3	noun
altercation	2	noun
altered	5	adjective
altering	3	noun
alternate	5	adjective
alternately	3	adverb
alternating	3	adjective
alternation	1	noun
alternatively	4	adverb
alternator	2	noun
althea	1	noun
altimeter	1	noun
altitude	4	noun
alto	3	adjective
altogether	5	noun
altruism	2	noun
altruistic	2	adjective
alum	3	noun
alumina	1	noun
aluminium	4	noun
aluminum	5	noun
alumna	1	noun
alumnus	2	noun
alveolar	2	adjective
amalgam	2	noun
amalgamate	1	adjective
amalgamated	2	adjective
amalgamation	2	noun
amaranth	1	noun
amaretto	1	noun
amaryllis	1	noun
amass	1	verb
amateur	5	adjective
amateurish	1	adjective
amateurism	1	noun
amaze	2	verb
amazed	4	adjective
amazement	2	noun
amazingly	4	adverb
ambassadorial	1	adjective
ambassadorship	1	noun
amber	4	adjective
ambergris	1	noun
ambiance	1	noun
ambidextrous	1	adjective
ambience	2	noun
ambient	4	adjective
ambiguity	3	noun
ambiguous	3	adjective
ambiguously	1	adverb
ambit	1	noun
ambition	4	noun
ambitious	4	adjective
ambitiously	1	adverb
ambivalence	2	noun
ambivalent	2	adjective
amble	1	noun
ambler	1	noun
ambo	1	noun
ambrosia	1	noun
ambulance	5	noun
ambulatory	2	adjective
ambush	3	noun
ameer	1	noun
amelia	3	noun
ameliorate	1	verb
amelioration	1	noun
amenable	2	adjective
amend	3	verb
amendatory	1	adjective
amended	4	adjective
amends	3	noun
amenities	3	noun
amenity	1	noun
amethyst	2	adjective
amiable	2	adjective
amiably	1	adverb
amicable	2	adjective
amicably	1	adverb
amide	1	noun
amidships	1	adverb
amigo	2	noun
amine	1	noun
amino	4	adjective
aminotransferase	1	noun
amiodarone	1	noun
amir	3	noun
amiss	2	adjective
amitriptyline	1	noun
amity	2	noun
ammo	3	noun
ammonia	3	noun
ammonite	1	noun
ammonium	2	noun
ammunition	4	noun
amnesia	3	noun
amnesiac	1	adjective
amnesty	4	noun
amniotic	1	adjective
amoeba	1	noun
amok	1	adjective
amorous	1	adjective
amorphous	2	adjective
amortization	2	noun
amour	2	noun
amoxicillin	1	noun
amp	4	noun
amperage	1	noun
ampere	1	noun
ampersand	1	noun
amphetamine	2	noun
amphibia	1	noun
amphibian	1	adjective
amphibious	2	adjective
amphitheater	2	noun
amphitheatre	2	noun
amphora	1	noun
ampicillin	1	noun
ample	4	adjective
amplification	2	noun
amplifier	3	noun
amplify	2	verb
amplitude	3	noun
amply	1	adverb
ampoule	1	noun
amputate	1	verb
amputation	2	noun
amputee	1	noun
amuck	1	adjective
amulet	2	noun
amuse	2	verb
amused	3	adjective
amusement	4	noun
amusing	4	adjective
amusingly	1	adverb
amygdala	2	noun
amyl	1	noun
amylase	1	noun
amyloid	2	adjective
amyloidosis	1	noun
ana	4	noun
anabolic	1	adjective
anachronism	1	noun
anachronistic	1	adjective
anaconda	2	noun
anaemia	1	noun
anaemic	1	adjective
anaerobic	2	adjective
anaesthesia	1	noun
anaesthetic	2	adjective
anaesthetist	1	noun
anagram	1	noun
anagrams	1	noun
anal	4	adjective
analgesia	1	noun
analgesic	1	adjective
analog	4	adjective
analogical	1	adjective
analogous	3	adjective
analogously	1	adverb
analogue	3	adjective
analogy	4	noun
analyse	3	verb
analyser	1	noun
analyst	5	noun
analytic	3	adjective
analytical	4	adjective
analytically	1	adverb
analyze	4	verb
analyzed	4	adjective
analyzer	2	noun
anamorphic	1	adjective
anaphylactic	1	adjective
anaphylaxis	1	noun
anarchic	1	adjective
anarchism	2	noun
anarchist	3	noun
anarchistic	1	adjective
anarchy	3	noun
anastomosis	1	noun
anathema	1	noun
anatomic	1	adjective
anatomical	3	adjective
anatomically	1	adverb
anatomist	1	noun
anatomy	4	noun
ancestor	3	noun
ancestral	3	adjective
ancestry	3	noun
anchor	5	noun
anchorage	3	noun
anchorman	1	noun
anchovy	1	noun
anciently	1	adverb
ancients	2	noun
ancillary	2	adjective
andante	1	adjective
andesite	1	noun
androgen	1	noun
androgenic	1	adjective
androgynous	1	adjective
androgyny	1	noun
andromeda	2	noun
ane	1	adjective
anecdotal	2	adjective
anecdote	3	noun
anemia	2	noun
anemic	1	adjective
anemone	1	noun
anesthesia	3	noun
anesthesiologist	1	noun
anesthesiology	1	noun
anesthetic	2	adjective
anesthetist	1	noun
aneurin	1	noun
aneurism	1	noun
aneurysm	2	noun
anew	3	adverb
angelic	2	adjective
angelica	2	noun
angelique	1	noun
angelus	1	noun
angered	3	adjective
angina	1	noun
angiogenesis	1	noun
angiogram	1	noun
angiography	1	noun
angioplasty	1	noun
angiotensin	1	noun
angled	3	adjective
angler	2	noun
angling	2	noun
angostura	1	noun
angrily	3	adverb
angst	3	noun
anguish	3	noun
anguished	1	adjective
angular	3	adjective
anhydride	1	noun
anhydrous	1	adjective
ani	3	noun
anil	2	noun
aniline	1	noun
anima	1	noun
animalistic	1	adjective
animate	2	adjective
animated	5	adjective
animating	1	adjective
animation	5	noun
animator	2	noun
animatronics	1	noun
anime	5	noun
animism	1	noun
animist	1	adjective
animosity	2	noun
animus	1	noun
anion	1	noun
anionic	1	adjective
anise	1	noun
aniseed	1	noun
anisotropic	1	adjective
anisotropy	1	noun
anjou	1	noun
ankle	4	noun
anklet	1	noun
anklets	1	noun
annals	3	noun
annealing	1	noun
annex	3	noun
annexation	3	noun
annexe	1	noun
annihilate	2	verb
annihilated	2	adjective
annihilating	1	adjective
annihilation	3	noun
annihilator	1	noun
annotate	1	verb
annotating	1	noun
annotation	2	noun
announce	5	verb
announcer	3	noun
annoy	3	verb
annoyance	3	noun
annoyed	4	adjective
annoyingly	1	adverb
annually	5	adverb
annuity	3	noun
annul	1	verb
annular	1	adjective
annulment	2	noun
annulus	1	noun
annum	3	noun
annunciation	1	noun
anode	2	noun
anodyne	1	adjective
anoint	1	verb
anointing	1	noun
anomalous	2	adjective
anomaly	3	noun
anon	3	adverb
anonymity	3	noun
anonymous	5	adjective
anonymously	3	adverb
anorak	1	noun
anorexia	2	noun
anorexic	1	adjective
anoxic	1	adjective
answerable	1	adjective
answering	5	adjective
ant	4	noun
antacid	1	adjective
antagonism	2	noun
antagonist	3	noun
antagonistic	2	adjective
antagonize	1	verb
ante	3	noun
anteater	1	noun
antebellum	2	adjective
antecedent	1	adjective
antechamber	1	noun
antediluvian	1	adjective
antelope	2	noun
antenatal	1	adjective
antenna	4	noun
anterior	3	adjective
anteriorly	1	adverb
anthem	4	noun
anther	1	noun
anthill	1	noun
anthology	3	noun
anthracite	1	noun
anthrax	2	noun
anthropogenic	2	adjective
anthropoid	1	adjective
anthropological	2	adjective
anthropologist	2	noun
anthropology	4	noun
anthropometric	1	adjective
anthropomorphic	1	adjective
anthropomorphism	1	noun
antiaircraft	1	adjective
antibacterial	2	adjective
antibiotic	3	adjective
antibody	3	noun
antic	1	adjective
anticancer	1	adjective
anticholinergic	1	adjective
anticipate	4	verb
anticipated	5	adjective
anticipation	4	noun
anticipatory	1	adjective
anticlimactic	1	adjective
anticlimax	1	noun
anticoagulant	1	noun
anticoagulation	1	noun
anticonvulsant	1	noun
antidepressant	2	noun
antidote	3	noun
antifreeze	1	noun
antifungal	1	adjective
antigen	3	noun
antigenic	1	adjective
antihero	1	noun
antihistamine	1	noun
antihypertensive	1	noun
antimalarial	1	noun
antimatter	1	noun
antimicrobial	2	adjective
antimony	1	noun
antioxidant	2	noun
antipathy	1	noun
antiphon	1	noun
antipodes	1	noun
antipsychotic	1	noun
antiquarian	2	adjective
antiquary	1	noun
antiquated	2	adjective
antique	4	adjective
antiquity	3	noun
antisemitic	2	adjective
antisemitism	2	noun
antiseptic	2	adjective
antisocial	2	adjective
antitank	1	adjective
antithesis	2	noun
antithetical	1	adjective
antitoxin	1	noun
antitrust	3	adjective
antitumor	1	adjective
antiviral	2	adjective
antler	1	noun
antsy	1	adjective
anus	3	noun
anvil	2	noun
anxiolytic	1	adjective
anxious	5	adjective
anxiously	2	adverb
anyhow	3	adverb
anyplace	1	adverb
anyways	5	adverb
aorta	2	noun
aortic	2	adjective
apace	1	adverb
apache	3	noun
apartheid	4	noun
apathetic	2	adjective
apathy	3	noun
apatite	1	noun
ape	3	noun
aperitif	1	noun
aperture	3	noun
apex	4	noun
aphasia	1	noun
aphid	1	noun
aphorism	1	noun
aphrodisiac	1	adjective
apiary	1	noun
apical	2	adjective
apiece	3	adverb
aplomb	1	noun
apnea	2	noun
apocalypse	4	noun
apocalyptic	3	adjective
apocryphal	1	adjective
apogee	1	noun
apolitical	1	adjective
apologetic	2	adjective
apologetically	1	adverb
apologetics	1	noun
apologia	1	noun
apologise	4	verb
apologist	1	noun
apologize	5	verb
apology	5	noun
apoplectic	1	adjective
apoplexy	1	noun
apoptosis	2	noun
apostasy	2	noun
apostate	1	adjective
apostle	3	noun
apostolic	3	adjective
apostrophe	1	noun
apothecary	1	noun
apotheosis	1	noun
appalled	3	adjective
appalling	3	adjective
appallingly	1	adverb
apparatus	4	noun
apparel	4	noun
apparition	2	noun
appealing	4	adjective
appearing	5	noun
appease	3	verb
appeasement	1	noun
appeasing	1	adjective
appellant	2	adjective
appellate	3	adjective
appellation	1	noun
append	1	verb
appendage	1	noun
appendectomy	1	noun
appendicitis	1	noun
appendix	3	noun
appetising	1	adjective
appetite	4	noun
appetizer	2	noun
appetizing	1	adjective
applaud	3	verb
applause	4	noun
applejack	1	noun
applesauce	1	noun
applet	1	noun
appliance	3	noun
applicability	2	noun
applicable	5	adjective
applicant	4	noun
applicator	1	noun
applique	1	noun
appoint	4	verb
appointee	2	noun
apportion	1	verb
apportioned	1	adjective
apportionment	1	noun
apposite	1	adjective
appraisal	3	noun
appraise	1	verb
appraiser	2	noun
appraising	1	adjective
appreciable	1	adjective
appreciably	1	adverb
appreciated	5	adjective
appreciation	5	noun
appreciative	3	adjective
apprehend	2	verb
apprehended	3	adjective
apprehension	2	noun
apprehensive	2	adjective
apprentice	4	noun
apprenticed	1	adjective
apprenticeship	3	noun
approachable	2	adjective
approaching	5	adjective
approbation	1	noun
appropriately	4	adverb
appropriateness	1	noun
appropriation	3	noun
approve	5	verb
approving	3	adjective
approvingly	1	adverb
approximate	4	adjective
approximation	3	noun
apricot	2	noun
apron	3	noun
apropos	1	adjective
apse	1	noun
apt	4	adjective
aptitude	3	noun
aptly	2	adverb
aqua	3	noun
aquaculture	2	noun
aquamarine	1	noun
aquarium	3	noun
aquatic	4	adjective
aquatics	1	noun
aqueduct	2	noun
aqueous	2	adjective
aquifer	2	noun
arabesque	1	noun
arable	2	adjective
arachnid	1	noun
aragonite	1	noun
arak	1	noun
arb	1	noun
arbiter	2	noun
arbitrage	2	noun
arbitral	1	adjective
arbitrarily	3	adverb
arbitrariness	1	noun
arbitrary	4	adjective
arbitrate	1	verb
arbitration	4	noun
arbitrator	2	noun
arbor	3	noun
arboreal	1	adjective
arboretum	2	noun
arborist	1	noun
arbour	1	noun
arbutus	1	noun
arc	5	noun
arcade	4	noun
arcadian	1	adjective
arcane	2	adjective
arcanum	1	noun
arch	5	adjective
archaeological	4	adjective
archaeologist	2	noun
archaeology	3	noun
archaeopteryx	1	noun
archaic	3	adjective
archangel	2	noun
archbishop	4	noun
archdeacon	1	noun
archdiocese	2	noun
archduke	2	noun
archean	1	adjective
arched	3	adjective
archeological	2	adjective
archeologist	1	noun
archeology	1	noun
archer	4	noun
archery	3	noun
archetypal	2	adjective
archetype	2	noun
arching	1	adjective
archipelago	3	noun
architect	5	noun
architectural	4	adjective
architecturally	1	adverb
archival	3	adjective
archive	4	noun
archives	5	noun
archivist	2	noun
archway	1	noun
arco	1	adjective
arctic	5	adjective
arcuate	1	adjective
ard	2	noun
ardent	3	adjective
ardently	1	adverb
ardor	1	noun
ardour	1	noun
arduous	2	adjective
areal	1	adjective
areola	1	noun
argent	2	adjective
argentine	4	noun
arginine	1	noun
argon	2	noun
argonaut	1	noun
argosy	1	noun
arguable	1	adjective
arguably	4	adverb
arguing	5	noun
argumentation	1	noun
argumentative	2	adjective
argus	2	noun
argyle	2	noun
argyll	2	noun
aria	3	noun
arid	3	adjective
aright	1	adverb
arise	4	verb
arista	1	noun
aristocracy	3	noun
aristocrat	2	noun
aristocratic	3	adjective
arithmetic	3	adjective
arithmetical	1	adjective
ark	4	noun
arles	1	noun
armada	2	noun
armadillo	1	noun
armament	2	noun
armature	1	noun
armband	1	noun
armchair	3	noun
arming	2	noun
armistice	3	noun
armless	1	adjective
armoire	1	noun
armor	4	noun
armored	4	adjective
armorial	1	adjective
armory	3	noun
armour	4	noun
armoured	3	adjective
armoury	1	noun
armpit	2	noun
armrest	1	noun
arnica	1	noun
aroma	3	noun
aromatherapy	1	noun
aromatic	3	adjective
arousal	2	noun
arouse	2	verb
aroused	3	adjective
arpeggio	1	noun
arraignment	2	noun
arrange	5	verb
arrangement	5	noun
arranger	1	noun
arranging	3	noun
